T1C1,T1C2,T1C3,T1C4,T1C5,T2C1,T2C2,T2C3,T2C4,T2C5,W1,W2,W3,W4,W5,GD,WL
Jax,Viego,Syndra,Twitch,Swain,Camille,Taliyah,Irelia,Smolder,Janna,48.66,48.18,49.62,52.05,43.7,8579,100
Quinn,LeeSin,Kayle,Ezreal,Yuumi,Trundle,Karthus,Vladimir,Smolder,Bard,46.15,45.44,57.41,52.85,44.72,9262,100
Garen,Chogath,Yasuo,Caitlyn,Renata,Mordekaiser,Briar,Corki,MissFortune,Soraka,47.5,50,50,50.76,43.72,1167,100
Darius,Lillia,Yasuo,Samira,Pantheon,Warwick,Kayn,Ahri,Kalista,Renata,51.46,54.26,50,53.23,50,-15364,200
KSante,Warwick,Diana,Jhin,Sona,Teemo,Shaco,Zed,MissFortune,Lux,45.24,45.2,52.11,51.57,51.19,8018,100
Fiora,Diana,Ahri,Jhin,Nautilus,Aatrox,Brand,Vladimir,Vayne,Bard,53.15,49.76,45.81,53.57,52.44,-4514,200
Tryndamere,LeeSin,Sett,Ashe,Zyra,Gwen,Chogath,Irelia,Twitch,Ahri,54.93,50,58.75,47.72,50,9770,100
Renekton,MasterYi,Akali,Ziggs,Veigar,Quinn,Sylas,Malzahar,Vayne,Lulu,41.28,46.85,49.51,50,40.38,-21,100
Aatrox,Briar,Katarina,Jinx,Pantheon,Fiora,Udyr,Ekko,Jhin,Shen,46.84,48.98,53.91,51.13,50,-4597,200
Renekton,Shaco,Anivia,MissFortune,Neeko,Darius,Brand,Yorick,Ashe,Rumble,52.23,52.23,50,48.11,50,9800,100
Aatrox,JarvanIV,TwistedFate,Smolder,Leona,Urgot,MonkeyKing,Ahri,Jinx,Thresh,50.44,52.94,52.08,40.07,51.48,10079,100
Kayle,MasterYi,Akali,Caitlyn,Nautilus,Darius,Trundle,Heimerdinger,Aphelios,Velkoz,55.33,50,50,54.03,50,13426,100
Fiora,Kayn,Akali,Ashe,Janna,Sett,Warwick,AurelionSol,KogMaw,Seraphine,48.55,50.77,53.17,54.22,51.22,-9698,200
Mordekaiser,Shyvana,Qiyana,Ashe,Blitzcrank,Nasus,Graves,Lux,Jinx,Brand,51.96,53.47,49.04,49.97,55.11,-7799,200
Darius,Taliyah,Ahri,Jinx,Leona,Shen,Belveth,Gragas,Caitlyn,Milio,48.06,50,48.32,51.09,54.32,13389,100
TwistedFate,Shyvana,Ryze,Jinx,Camille,Kayle,Khazix,Kassadin,Jhin,Nami,53.51,50,55.07,51.13,48.04,12003,100
Yorick,Gragas,Fiora,Kaisa,Brand,Tryndamere,Kayn,Akali,Vayne,Nautilus,44.95,50.0,50,50.48,47.43,-9944,200
Fiora,Maokai,TwistedFate,Jinx,Soraka,Yorick,Khazix,Annie,Kaisa,Blitzcrank,51.8,50,54.42,50,46.89,-10865,200
Gangplank,JarvanIV,Rakan,Twitch,Renata,Trundle,Viego,Ekko,Lucian,Braum,52.54,50.28,50,51.47,46.09,10114,100
Zac,Nidalee,Kassadin,Twitch,Viktor,Maokai,Hecarim,Veigar,Ezreal,Rakan,50,50.4,50.21,56.16,50,1127,100
Irelia,Zac,Ekko,Varus,Pyke,Kled,Karthus,Smolder,Caitlyn,Senna,47.06,48.69,50,48.43,55.26,5614,100
Mordekaiser,Kayn,Kassadin,Smolder,Leblanc,DrMundo,Hecarim,Malzahar,Draven,Thresh,50.49,47.51,49.53,46.73,51.01,16161,100
Tryndamere,FiddleSticks,Sylas,Lucian,Thresh,Camille,Kayn,Malphite,Kaisa,Taric,49.43,50,61.54,50,48.93,6812,100
Teemo,Kayn,Fizz,Aphelios,Soraka,Vladimir,Nocturne,Caitlyn,Diana,Lux,49.12,51.16,50,50,53.24,7086,100
KSante,MasterYi,Zoe,Smolder,Milio,Jax,Briar,Lux,Ezreal,Karma,47.3,49.68,53.14,47.15,50.26,8508,100
Tryndamere,XinZhao,Orianna,MissFortune,Nami,Kayle,Kindred,Lux,Caitlyn,Maokai,50.81,50,40.99,49.28,49.66,16025,100
Gnar,Lillia,Irelia,Lucian,Sett,Illaoi,Brand,Talon,Seraphine,Senna,46.3,48.38,46.25,46.86,50,8122,100
RekSai,Skarner,Diana,Ashe,Janna,Yorick,Nunu,Yasuo,Caitlyn,Nautilus,50,52.05,52.98,51.28,48.42,-6280,200
Garen,Nocturne,Annie,Varus,Senna,Tryndamere,Brand,Lux,Nilah,Thresh,44.07,50.88,50.96,45.45,47.99,5957,100
Skarner,Karthus,Caitlyn,Varus,Soraka,Darius,MasterYi,Ekko,Jinx,Hwei,50.79,50.27,50,45.43,49.76,-9504,200
Mordekaiser,Lillia,Lissandra,Jhin,Tristana,Garen,Viego,Fizz,Jinx,Zyra,52.23,51.32,48.94,48.85,50,-11644,200
Chogath,Warwick,Zoe,Ezreal,Maokai,Udyr,XinZhao,Fizz,Caitlyn,Lux,50,47.46,51.7,47.21,54.14,44,100
Darius,Gragas,Malzahar,Caitlyn,Leona,Kayle,Warwick,Ahri,Ezreal,Lux,44.51,52.48,49.14,52.76,49.49,-5106,200
Kled,Briar,Sylas,Vayne,Shen,Trundle,Brand,Lux,Samira,Leona,58.06,49.04,49.58,47.0,53.85,-11193,200
Darius,Teemo,Tristana,Nilah,Janna,Urgot,Volibear,Syndra,MissFortune,Nautilus,51.17,50,47.88,54.33,48.42,-6157,200
Malphite,Evelynn,Vex,Jinx,Blitzcrank,Sett,Briar,Diana,Caitlyn,Morgana,50.45,46.97,52.63,51.09,52.16,-6232,200
Shen,LeeSin,Akshan,Kaisa,Brand,Nasus,Amumu,Cassiopeia,KogMaw,Hwei,57.31,48.82,52.1,43.46,46.97,10131,100
Nasus,Zac,Syndra,Tristana,Seraphine,Garen,LeeSin,TwistedFate,Jhin,Hwei,51.16,53.46,49.0,50.6,51.52,8932,100
Rumble,JarvanIV,Yone,Xayah,Rakan,Yorick,Kayn,Akali,Vayne,Sona,41.18,51.79,45.98,47.67,53.25,-10272,200
Garen,Amumu,Lux,Lucian,Anivia,Chogath,Zac,Yone,Twitch,Morgana,50,44.2,54.08,48.53,50,1927,100
Illaoi,Khazix,Hwei,Vayne,Lux,Aatrox,Trundle,TwistedFate,Ashe,Jhin,53.03,50,48.77,47.64,50,10561,100
Ornn,Warwick,Diana,Ezreal,Karma,Pantheon,Skarner,Fizz,Jhin,Blitzcrank,57.03,47.06,52.76,43.79,41.32,-7694,200
Akshan,Nunu,Malphite,Ashe,Leona,Skarner,Sylas,Tristana,Sivir,Shen,54.24,65.09,55.86,51.32,50,-7452,200
Gwen,Nunu,Viktor,Vayne,Janna,Renekton,Shaco,Syndra,Varus,Senna,53.65,51.11,50.0,48.0,49.13,-1480,100
Garen,Volibear,Qiyana,Draven,Camille,Kayn,Evelynn,Hwei,Kaisa,Nautilus,50,44.94,51.42,50,49.45,-12531,200
Annie,RekSai,KSante,MissFortune,Morgana,Renekton,Gragas,Ahri,Lucian,Maokai,50,54.06,41.07,53.29,51.22,6847,100
KSante,Sett,TwistedFate,Sivir,Brand,Tryndamere,Maokai,Akshan,Samira,Taric,43.07,50,50.66,48.77,43.9,5375,100
Aatrox,Pantheon,Lux,Jhin,Leona,Teemo,Viego,Akali,Ashe,Nautilus,42.9,53.01,50.5,49.71,53.71,5410,100
Ornn,Diana,Yone,Smolder,Brand,Pantheon,Gragas,Naafiri,Jinx,Shen,57.03,51.61,52.83,40.07,50,2965,100
Pantheon,FiddleSticks,MonkeyKing,Ezreal,Swain,Shaco,Olaf,Akali,Nilah,Senna,50,50,50,47.55,48.41,4750,100
Sett,Nocturne,Diana,Jhin,Heimerdinger,Sion,Khazix,Talon,Ashe,Soraka,54.81,50,45.0,49.71,50,10527,100
Gragas,Lillia,Akshan,Caitlyn,Pantheon,Darius,Udyr,Ahri,Jhin,Nautilus,49.22,48.23,55.93,48.52,46.05,-15086,200
Yone,LeeSin,AurelionSol,Kaisa,Thresh,Mordekaiser,Poppy,Tristana,Ziggs,Pyke,53.58,48.4,48.94,51.56,49.48,-9252,200
Kayn,Kindred,Sylas,Xayah,Zyra,Camille,Morgana,Velkoz,Ashe,Nidalee,50,54.1,50,41.86,50,-14046,200
Vladimir,Viego,Kayle,Jhin,Zyra,Fiora,Warwick,Kassadin,Draven,Renata,58.14,45.47,45.0,53.8,50,-6421,200
Ryze,Shyvana,Naafiri,Ezreal,Leona,KSante,Brand,Malzahar,MissFortune,Alistar,55.93,50.0,58.49,48.13,48.94,-7670,200
Mordekaiser,Belveth,Teemo,Jhin,TahmKench,Urgot,XinZhao,Brand,Caitlyn,Swain,48.79,47.83,50,51.45,50,1456,100
Renekton,Jax,Brand,Caitlyn,Braum,Gwen,Vi,Lux,Varus,Pyke,46.37,56.52,50.72,51.69,48.54,11885,100
Gangplank,Diana,Fizz,Kaisa,Thresh,Darius,Volibear,Azir,Lucian,Leona,47.62,46.64,47.17,48.11,48.52,14407,100
Renekton,Viego,Anivia,Lucian,Thresh,Garen,MasterYi,AurelionSol,Smolder,Pantheon,43.96,51.48,49.01,55.48,52.48,11159,100
Quinn,Graves,TwistedFate,KogMaw,Senna,Aatrox,Khazix,Ashe,MissFortune,Zac,50.26,50,50,53.73,48.68,14008,100
Poppy,FiddleSticks,Akali,Jhin,Leona,Ryze,LeeSin,Yone,Nilah,Blitzcrank,50,50,54.1,51.5,52.7,12355,100
Yone,Kayn,Karma,Smolder,Lux,Riven,Nidalee,Tristana,Varus,Xerath,34.97,43.68,53.47,41.51,48.35,10337,100
Sion,Chogath,Malzahar,Jinx,Nautilus,Vayne,Hecarim,Garen,Teemo,Sona,49.79,50,50,50,53.29,8765,100
TwistedFate,Lillia,Sylas,Yasuo,Thresh,Gangplank,Kayn,Yone,Lucian,Yuumi,55.26,54.26,53.98,50,55.86,7174,100
Shyvana,XinZhao,Katarina,Twitch,Pyke,Gnar,Diana,Akali,Jinx,Lulu,50,50,45.83,49.78,52.08,6954,100
Malphite,Amumu,Ryze,Jinx,Janna,Aatrox,Sejuani,Annie,Jhin,Senna,53.08,46.67,40.0,51.13,49.13,-16080,200
Yorick,Ekko,Hwei,Tristana,Braum,Zac,Shaco,Ahri,Jhin,Lux,45.65,48.53,49.53,50.6,49.44,11490,100
Jax,Diana,Taliyah,Yasuo,Nautilus,Garen,Zac,AurelionSol,KogMaw,Taric,50.76,57.54,53.34,50,41.64,-1497,100
Kayle,Brand,Katarina,Varus,Lulu,Illaoi,JarvanIV,Malzahar,Tristana,Lux,47.19,49.4,49.48,48.28,50.49,-19572,200
Gangplank,Shaco,Pantheon,Jinx,Leona,Darius,Skarner,Anivia,Samira,Seraphine,47.62,47.95,50,52.32,49.7,-8678,200
Olaf,Taliyah,Azir,Ziggs,Brand,Zed,Zac,Yasuo,MissFortune,Seraphine,50,55.98,49.42,50,47.25,12987,100
Ryze,MasterYi,Sylas,Ashe,Janna,Heimerdinger,Kayn,Vladimir,Twitch,Swain,50,55.81,49.07,47.72,56.3,11745,100
TahmKench,Yorick,Diana,Nilah,Yuumi,Urgot,Kayn,Veigar,Vayne,Trundle,46.03,50,50.78,47.59,50,-14877,200
Singed,LeeSin,Veigar,Jinx,Thresh,Aatrox,JarvanIV,Irelia,Jhin,Maokai,53.93,44.45,54.25,51.13,50.09,5796,100
Lissandra,Rumble,Diana,Caitlyn,Pyke,TwistedFate,Viego,Fizz,Lucian,Pantheon,50,52.63,52.76,52.08,50.92,5213,100
Vayne,Kayn,Ekko,KogMaw,Rumble,Pantheon,Rengar,Ahri,Ashe,Skarner,52.17,52.08,51.75,45.78,50,-8302,200
Sylas,MasterYi,Zed,Twitch,Galio,Aatrox,XinZhao,Syndra,Caitlyn,Lux,48.54,47.83,49.75,49.32,47.83,4195,100
Yorick,Zac,Qiyana,Jinx,Lux,Sion,Lillia,Lulu,Jhin,Xerath,51.88,43.39,50,51.13,48.35,-1696,200
Darius,JarvanIV,Lissandra,Vayne,Milio,Renekton,Skarner,Annie,Jinx,Karma,47.61,48.24,51.52,45.59,50.26,8189,100
Riven,Karthus,Annie,Lucian,Pantheon,Twitch,Briar,Diana,Caitlyn,Neeko,50,51.9,40.86,47.78,50.0,10216,100
Nasus,Kindred,Malphite,Twitch,Yuumi,Aatrox,Diana,Zed,Ashe,Milio,42.99,51.43,53.13,52.28,47.25,5295,100
Mordekaiser,Kayn,Yone,Ashe,Rakan,Volibear,Diana,Velkoz,Pyke,Caitlyn,52.83,48.14,50,50,50,-14165,200
Chogath,Kindred,Veigar,Kaisa,Senna,Garen,Briar,Kassadin,MissFortune,Nami,49.62,51.01,49.79,51.3,47.62,4534,100
Jayce,Diana,Hwei,Ezreal,Yuumi,DrMundo,Viego,Orianna,Samira,Brand,47.25,46.53,50.49,47.38,49.13,-9171,200
Kayle,Graves,Cassiopeia,Caitlyn,TahmKench,Sion,Zac,Katarina,Jinx,DrMundo,57.74,51.22,57.87,48.87,50,-8949,200
Zilean,Amumu,Smolder,Veigar,Bard,Volibear,Sylas,Irelia,Jinx,Sona,50,60.36,50,45.61,46.83,7113,100
Illaoi,Khazix,Seraphine,Caitlyn,Pantheon,Olaf,Vi,Xerath,Ziggs,Senna,56.41,53.8,50,49.64,48.23,-6201,200
Darius,MonkeyKing,Yasuo,MissFortune,Velkoz,Illaoi,Belveth,Zed,Ashe,Zilean,53.07,50,50,48.11,49.41,10516,100
Smolder,Darius,Akshan,Lucian,Thresh,Shen,Evelynn,Neeko,Jinx,Zyra,50,50,45.54,47.44,50.16,-12257,200
Veigar,Sylas,Malzahar,Corki,Thresh,Akali,JarvanIV,Tristana,Draven,Seraphine,50,42.31,50.66,51.78,47.84,-11714,200
Urgot,Vayne,Azir,Ashe,Sona,Zac,XinZhao,Ahri,Seraphine,Nami,53.28,50,45.24,45.03,51.55,-9633,200
Singed,Khazix,Ryze,Ezreal,Nami,Teemo,Nocturne,Malzahar,Caitlyn,Lulu,40.0,43.38,51.54,47.21,50.79,10022,100
Irelia,Zac,Graves,Twitch,Karma,Vladimir,Shyvana,Malphite,Ashe,Lux,60.87,41.1,50,52.28,51.95,7050,100
Illaoi,Nunu,Vladimir,Ezreal,Pantheon,Malphite,Graves,Lux,Senna,Maokai,49.66,49.45,43.88,50,39.02,-10802,200
Teemo,Nunu,Hwei,Varus,Morgana,Chogath,Diana,Sion,Samira,Zyra,50,46.19,50,49.8,43.75,-11037,200
Kayle,Rammus,Yasuo,Kaisa,Morgana,Urgot,Lillia,Diana,Lucian,Milio,54.01,42.81,50,48.11,42.8,-11339,200
Tryndamere,Lillia,Akali,Jhin,Nautilus,Aatrox,Briar,Soraka,Caitlyn,Lux,50.92,49.33,50,51.45,51.22,2717,100
Darius,Diana,Vex,Jhin,Senna,DrMundo,Zac,Sylas,Aphelios,Hwei,47.5,57.54,58.94,54.44,52.7,-14845,200
Chogath,Kayn,Lissandra,Jinx,Thresh,Yone,Diana,Yasuo,Kaisa,Senna,39.73,48.14,55.12,50,52.01,2683,100
Nasus,Rammus,Sylas,Ezreal,Bard,Shen,Ekko,Zed,Jhin,Xerath,42.53,50.44,54.18,43.79,52.66,-9079,200
Garen,Zac,Riven,Jhin,Nautilus,Urgot,FiddleSticks,Sylas,Samira,Leona,46.36,50,51.16,50.53,46.29,-6328,200
Renekton,MasterYi,Hwei,Jinx,Neeko,Leblanc,Shaco,Akshan,Varus,Camille,50,43.3,47.18,54.57,50.0,-9727,200
Vayne,Corki,KogMaw,Veigar,Braum,Nasus,Udyr,Fizz,Sivir,Sona,49.0,50,50,50,46.51,7163,100
Tryndamere,Warwick,Kennen,Malzahar,TahmKench,DrMundo,Evelynn,TwistedFate,Samira,Blitzcrank,58.7,56.99,45.95,50,51.55,-9299,200
Garen,JarvanIV,Vex,Lucian,Sona,Volibear,Warwick,Hwei,Twitch,Brand,52.1,45.09,46.42,48.53,61.95,-5841,200
Trundle,Kindred,Kayle,Jhin,Bard,Rumble,Zac,Brand,Caitlyn,Blitzcrank,51.56,50.56,53.09,51.45,50.63,8425,100
Gnar,MasterYi,Veigar,Kalista,Milio,Volibear,Diana,Yasuo,Varus,Nami,53.13,50.36,49.85,51.85,50.29,1108,100
Jayce,Rammus,Qiyana,Jhin,Lux,Illaoi,Zac,Viktor,Jinx,Gragas,47.76,43.27,48.82,48.85,50,-3862,200
Tryndamere,Vi,Ekko,Jhin,Zyra,Sett,Qiyana,Brand,Tristana,Thresh,51.41,50,48.3,49.4,49.84,-6922,200
Darius,LeeSin,Diana,Jinx,Rell,Irelia,Ivern,Azir,Vayne,Zilean,52.28,45.85,57.95,54.41,48.77,11641,100
Ryze,Lillia,Irelia,Caitlyn,Pantheon,Shen,Kayn,Syndra,MissFortune,Xerath,50,54.26,50.38,50.76,48.94,1836,100
Garen,Shen,Hwei,Tristana,Rakan,Camille,Amumu,Xerath,Twitch,Janna,41.76,50,46.25,51.09,49.27,-7119,200
Illaoi,Warwick,Akali,Ezreal,Teemo,Sett,Kayn,Ahri,Kaisa,Brand,46.4,49.23,50.65,50,50,6848,100
Gwen,Belveth,Malphite,Jinx,Pyke,Darius,Zac,Hwei,Varus,Veigar,49.07,49.15,49.19,54.57,50,-1182,200
Mordekaiser,JarvanIV,Orianna,Jhin,Bard,Kayle,Viego,Zed,Zeri,Sona,46.11,50.28,51.91,53.06,46.83,-4775,200
Gwen,Briar,Talon,MissFortune,Senna,Fiora,MasterYi,Lux,Ezreal,Yuumi,41.15,50.33,48.15,51.88,53.94,2114,200
Tryndamere,Nocturne,Ahri,Lucian,Alistar,Volibear,Rammus,Naafiri,Jinx,Yuumi,48.48,49.5,53.73,47.44,56.88,-4715,200
Garen,Kayn,Irelia,Jinx,Pyke,Urgot,Warwick,Vladimir,Twitch,Brand,46.36,50.77,43.57,50.19,54.84,8398,100
Malphite,Taliyah,Sion,Veigar,Thresh,Shen,Nautilus,Azir,MissFortune,Maokai,44.92,50,50,57.58,50.09,-11756,200
Camille,Amumu,Brand,Caitlyn,Milio,Illaoi,MasterYi,Karma,KogMaw,Janna,52.97,51.59,50,50.68,51.01,11090,100
Warwick,Ivern,Sylas,Lucian,Pantheon,Garen,Brand,Fizz,Tristana,Zac,53.77,52.32,55.96,47.78,50,18409,100
Irelia,Brand,Yone,Jhin,Yuumi,Jax,Ekko,Naafiri,Ezreal,Karma,46.15,47.25,52.83,56.18,49.42,-531,100
Teemo,Belveth,Veigar,Samira,Ashe,Poppy,Graves,Syndra,Jhin,Neeko,50.0,53.42,50.38,49.47,60.16,8338,100
Singed,Rumble,TwistedFate,Xayah,Rakan,Ornn,Khazix,Anivia,Ezreal,Leona,63.37,50,48.23,47.34,51.33,12580,100
Garen,Neeko,Ahri,Lucian,Nautilus,Mordekaiser,Vi,Veigar,Jinx,Zilean,47.5,50,50.79,47.44,48.36,-4565,200
Trundle,JarvanIV,Katarina,Ziggs,Janna,Fiora,Warwick,Karma,Ezreal,Gangplank,54.01,45.09,50,50,50,-5321,200
Shen,Nunu,Syndra,Zeri,Morgana,Udyr,Graves,Naafiri,Vayne,Nautilus,51.56,49.45,50.85,43.55,52.69,8635,100
Briar,Kayn,Yone,Samira,Galio,Chogath,Shen,AurelionSol,Jinx,TahmKench,50,50,55.1,47.63,50,-8769,200
Senna,MonkeyKing,Sylas,Ezreal,Zac,Teemo,Nunu,Naafiri,Yasuo,Malphite,50,50.82,43.84,48.21,50,7029,100
Jayce,Udyr,Neeko,Zeri,Leona,MonkeyKing,Elise,Viktor,Caitlyn,Thresh,47.0,48.75,53.73,46.96,51.48,12094,100
Tryndamere,Udyr,Zed,Kaisa,Brand,Mordekaiser,Belveth,Orianna,Ashe,Zilean,47.84,50,48.09,46.48,46.09,-5192,200
Malphite,Belveth,Katarina,Yasuo,Nautilus,Darius,Viego,Viktor,Twitch,Neeko,50.65,51.11,50.67,50,49.34,-13355,200
Camille,Diana,Hwei,Aphelios,Nautilus,Darius,Graves,Ahri,Vayne,Janna,52.37,49.92,49.53,49.23,51.52,2340,100
Jax,JarvanIV,Ekko,Draven,TahmKench,Garen,Viego,Lux,Jhin,Soraka,50.76,50.28,50.85,46.21,45.57,5118,100
Nasus,Evelynn,Ahri,Zeri,Blitzcrank,Urgot,Amumu,Malzahar,Jhin,Nami,38.46,53.19,51.0,46.94,51.6,-6927,200
Fiora,Khazix,AurelionSol,KogMaw,Morgana,Darius,Amumu,Orianna,Ashe,Lux,48.45,48.15,54.44,45.78,46.4,-7210,200
Jayce,Khazix,Ahri,Yasuo,Pantheon,Singed,Udyr,Anivia,Ashe,Alistar,63.08,45.87,50.37,50,43.42,10064,100
Kayle,Amumu,Zoe,Lucian,Thresh,Gnar,Briar,Lux,Veigar,TahmKench,48.37,50.48,53.14,50,49.11,235,200
Teemo,Nocturne,Ekko,Ezreal,Thresh,Aatrox,Belveth,Ahri,Caitlyn,Alistar,56.42,50,51.75,47.21,50.41,9198,100
Teemo,Taliyah,Zed,Draven,Soraka,Shen,Nocturne,Ahri,Yasuo,Nami,46.08,46.15,50.55,50.49,48.97,16567,100
Darius,Jax,Illaoi,Ezreal,Soraka,Olaf,Nocturne,Fizz,Vayne,Zyra,49.41,50.0,50,45.35,52.48,-12524,200
Akali,Vi,Yorick,Xayah,Pyke,Graves,Lillia,Ryze,MissFortune,Velkoz,50,47.88,50,44.58,50,5661,100
TwistedFate,Nocturne,Veigar,Jinx,Leona,KSante,Ekko,Diana,Jhin,Pyke,59.48,47.78,48.84,51.13,49.91,11812,100
Nasus,Karthus,Jayce,Sivir,Morgana,Pantheon,Graves,Irelia,Nilah,Xerath,46.67,50.92,48.0,40.45,47.17,-9014,200
Garen,Volibear,Ekko,Kaisa,Leona,Akali,Hecarim,Zed,Jinx,Xerath,57.62,54.25,50.17,46.28,49.67,556,100
Sejuani,Warwick,Kayle,Jhin,Hwei,Renekton,Belveth,Azir,Lucian,Milio,45.0,50,47.92,50.95,44.11,9786,100
Irelia,Viego,Lux,Tristana,Janna,Skarner,Graves,Vex,Samira,Leona,44.21,52.01,54.39,47.96,49.62,-12455,200
Briar,XinZhao,Ahri,Ashe,Zyra,Sett,Pantheon,Morgana,Jhin,Lux,50,50,50,50.29,47.12,-6087,200
Yorick,JarvanIV,Kalista,Ashe,Karma,Garen,Khazix,TwistedFate,AurelionSol,Lux,44.0,50,50,50,51.95,-9313,200
DrMundo,Rammus,Viktor,Jinx,Lux,Garen,Hecarim,Cassiopeia,Ezreal,Bard,46.52,47.75,50.52,54.57,51.33,4911,100
Gwen,LeeSin,Ahri,Jhin,Maokai,Udyr,JarvanIV,Orianna,Lucian,Nami,48.84,44.45,49.5,50.95,50.34,-14113,200
Chogath,Karthus,Ryze,Ashe,Zyra,Mordekaiser,Hecarim,Irelia,Ezreal,Bard,48.53,50.75,54.84,57.91,50.63,-13374,200
Sett,Udyr,Twitch,Swain,Blitzcrank,Shen,Briar,AurelionSol,Smolder,Veigar,52.3,51.52,46.67,50,50,11719,100
Shen,Hecarim,Fizz,Draven,Karma,Singed,Jax,Veigar,MissFortune,Lux,51.52,46.46,44.7,45.52,51.95,5131,200
Illaoi,Ekko,Malphite,Jhin,TahmKench,Singed,MasterYi,Diana,Hwei,Bard,41.03,55.49,46.55,50,60.0,-12922,200
Vayne,Amumu,Lux,Kalista,Leona,Kled,Jax,Taliyah,Ezreal,Seraphine,48.04,50.0,49.73,54.35,49.7,-11506,200
Sett,Belveth,Hwei,Samira,Blitzcrank,Aatrox,MasterYi,Velkoz,Lucian,Nami,52.26,53.24,50,50.68,51.6,9909,100
Jax,Amumu,Veigar,Samira,Leona,Sett,Nidalee,Yone,Jhin,Lux,50.56,51.67,54.97,49.47,49.49,-12288,200
Illaoi,Graves,Yasuo,Caitlyn,Senna,Tryndamere,Udyr,Zoe,Jhin,Shaco,50.36,53.28,50,48.52,49.41,16818,100
Illaoi,Warwick,Lux,Swain,Camille,KSante,Vi,AurelionSol,Varus,Maokai,57.6,47.4,52.26,56.1,49.54,-13253,200
Warwick,Briar,AurelionSol,Vayne,Maokai,Smolder,Rell,Syndra,Sivir,Pyke,50,50,48.98,47.89,51.94,-6245,200
Sett,Rammus,Vex,Tristana,Janna,Riven,Graves,Veigar,Twitch,Hwei,48.11,53.8,56.16,51.09,53.47,12566,100
KSante,Viego,Twitch,Jhin,Lux,Garen,Ivern,Anivia,Jinx,Taric,41.21,48.78,50,48.85,48.55,-5168,100
Tryndamere,Warwick,Talon,Varus,Nautilus,Urgot,Ziggs,Galio,Caitlyn,Seraphine,53.33,50,48.98,48.43,47.33,9349,100
Teemo,Brand,Hwei,Caitlyn,Leona,Ornn,Udyr,Zed,Syndra,Yuumi,52.94,48.17,51.56,50,54.49,-13633,200
Aatrox,Kayn,Orianna,Ashe,Lulu,Gnar,LeeSin,Taliyah,Jinx,Nautilus,50.84,51.05,45.17,49.97,46.58,8046,100
Irelia,Vi,Brand,Vayne,Zyra,Teemo,Amumu,Vex,Kaisa,Lissandra,46.1,50.88,46.05,50,50,7538,100
Yorick,MasterYi,Gragas,Lucian,Lux,Gwen,Viego,Hwei,Caitlyn,Shen,44.26,48.52,55.09,47.78,50,-8058,200
Irelia,Jax,TwistedFate,Caitlyn,Nautilus,Sion,Brand,Hwei,Sivir,Pyke,49.04,44.23,51.23,50.78,49.64,6418,100
KSante,Sylas,Fizz,Draven,Skarner,Naafiri,Graves,Veigar,Karthus,Soraka,50,44.31,44.7,40.93,52.38,22822,100
Renekton,Vi,Hwei,Vayne,Seraphine,TahmKench,Rengar,Viktor,Twitch,Soraka,47.89,47.52,48.82,49.83,46.96,-12971,200
Senna,Nocturne,Taliyah,MissFortune,Leona,Riven,Briar,Twitch,Vayne,Thresh,50,49.33,50,53.1,51.48,8150,100
Riven,Gragas,Kennen,Draven,Nautilus,MonkeyKing,Nunu,Diana,MissFortune,Alistar,45.63,42.7,50.0,45.52,45.11,-9597,200
Volibear,Amumu,Smolder,Jinx,Lux,KSante,Graves,Cassiopeia,MissFortune,Senna,51.57,52.54,50,52.57,50.6,11294,100
Nasus,Vi,Ahri,TwistedFate,Maokai,Trundle,Belveth,Malphite,Brand,Pantheon,51.46,50,57.59,50,60.98,7699,100
Yorick,Vi,Ekko,Draven,Milio,Aatrox,Amumu,Fizz,Caitlyn,Morgana,51.94,50.88,51.79,46.81,57.2,-15026,200
Quinn,Kayn,Akali,Aphelios,TwistedFate,Camille,Shyvana,Yone,Lucian,Hwei,52.5,54.47,54.1,46.72,50,9634,100
MonkeyKing,Hecarim,Veigar,Jhin,Leona,Irelia,Skarner,Xerath,Jinx,Nautilus,57.65,50.21,52.63,48.85,53.71,10340,100
Gragas,Rammus,Lux,MissFortune,Nami,Olaf,MasterYi,Ahri,Smolder,Alistar,45.9,55.19,51.34,50.0,50.18,3327,100
Illaoi,Poppy,Neeko,Lucian,Lux,Riven,Brand,Katarina,Ashe,Karma,48.7,46.86,48.78,45.49,48.05,-15655,200
Vayne,Poppy,Janna,Draven,Leona,Trundle,Nocturne,Taliyah,Sivir,Blitzcrank,55.42,44.57,50,46.49,52.7,-14394,200
Smolder,Shaco,Azir,Ezreal,Thresh,Skarner,Karthus,Veigar,Jinx,Karma,44.12,46.52,48.91,45.43,54.33,10643,100
Volibear,Lillia,AurelionSol,Jhin,Neeko,Teemo,Gwen,Diana,Aphelios,Camille,42.67,61.62,48.96,54.44,50.0,12746,100
Riven,Vi,Cassiopeia,Smolder,Bard,Tryndamere,Sejuani,Anivia,Jhin,Shaco,43.17,54.36,51.76,43.45,51.52,6508,100
Garen,Shaco,Tristana,Seraphine,Soraka,Vayne,MonkeyKing,Galio,Lucian,Lux,43.21,50.75,49.52,53.14,53.24,7257,100
Yone,Evelynn,Naafiri,Sivir,Maokai,Jax,Sion,Irelia,Senna,Ashe,44.61,50,42.5,50,58.02,17547,100
